Character Name,Nationality,Ethnicity,Age,Born,Died,Eye color,Hair color,Skin color,Pronouns,Allies,Enemies,Weapon of choice,Profession,Position,Affiliation,First appearance,Last appearance,Voiced by
Xaipan,"Fire Nation Capital,Fire Nation",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,Gong,N/A,Fire,N/A,Earth dancer,N/A,Avatar Legends: The Roleplaying Game-Quickstart(only appearance),N/A,N/A
Xi,Sun Warriors' ancient city,Sun Warrior,N/A,N/A,N/A,Golden,Brown,Tan,She/her,Zuko,N/A,Fire,N/A,N/A,Sun Warriors(formerly),Avatar Legends: The Roleplaying Game Core Book,Adventure Booklet:The Pirates of Crimson Sails,N/A
Xi Chin,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,"Emerald,Fu Hong","Tsenten,Guiding Wind",Earth,BusinesswomanPolitician,Jasmine Island Council member,Emerald's network,Uncle Iroh's Adventure Guide(only appearance),N/A,N/A
Xiao,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,They/them,"Xinyi,Nalu,Lana,Zimo",N/A,Earth,N/A,N/A,N/A,Adventure Booklet 3:Ash & Steel(only appearance),N/A,N/A
Xiaolan,"Republic City,United Republic",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,N/A,N/A,Fire,Mobster,Leader of theRising Flame Triad,Rising Flame Triad,Adventure Booklet:The Burning Fuse(only appearance),N/A,N/A
Xiaoyun,Fire Nation,Fire Nation,N/A,N/A,Year 17 of theera of Yangchen,Golden,Black,Light,He/him,"ZongduHenshe, ZongduChaisee,Yingsu","AvatarYangchen,Thapa",Fire,N/A,Human weapon,Shang merchants(formerly),"""Last Chances""",N/A,N/A
Xin,"Republic City,United Republic",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,They/them,Jargala Omo,N/A,Fire,Community organizerStreetcar operator(formerly),"""Sage"" of theDragon Flats borough",Dragon Flats borough,Avatar Legends: The Roleplaying Game-Republic City(only appearance),N/A,N/A
Xin Fu,"Gaoling,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Gray,Black,Light,He/him,"Lao Beifong,Yu,Earth Rumblefighters,Fire Nation Man","Toph Beifong,Aang,Zuko,Iroh,Fung",Earth,Bounty hunterProfessional earthbending fighter(formerly),Host and referee ofEarth Rumble,Earth RumbleLao Beifong(client),"""The Blind Bandit""",Avatar: The Last Airbender: Quest for Balance,Marc Graue(inAvatar: The Last Airbender)Donald Chang(inQuest for Balance)
Xin Ming,Southern Archipelago,Water Tribe,N/A,N/A,N/A,Amber,Darkish brown,Tan,She/her,"Dojo master,Team Avatar",N/A,Water,N/A,N/A,N/A,Avatar: Generations(only appearance),N/A,N/A
Xing Ying,"Yu Dao,Fire Nation colonies",Fire Nation,N/A,N/A,N/A,Brown,Brown,Light,She/her,"Aang,Official Avatar Aang Fan Club,Air Acolytes",N/A,Fire,N/A,Air AcolyteCo-founder and president of the Yu Dao chapter of the Official Avatar Aang Fan Club,Air AcolytesOfficial Avatar Aang Fan Club,The Promise Part Three,North and South Part One,N/A
Xinyi,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Nalu,Lana,Zimo,Xiao",N/A,Earth,N/A,N/A,N/A,Adventure Booklet 3:Ash & Steel(only appearance),N/A,N/A
Xu Ping An,Earth Kingdom,Fire Nation,N/A,N/A,296BG,Brown,Dark,Pale,He/him,"Mok,Wai,Yellow Necks,Kang Shensect","Earth Kingdom,Jianzhu,Flying Opera Company",Fire,"Daofei""uncle""Rebel and spiritual leader","Self-appointed ""General of Pandimu""Leader of the Yellow Necks",Yellow Necks,"""The Raid""","""Dues""",N/A
Yagoda,"Agna Qel'a,Northern Water Tribe",Water Tribe,80,19AG,N/A,Blue,White,Brown,She/her,"Katara,Kanna, Northern Water Tribe",Fire Nation,Water,Healinginstructor,Master healer,Northern Water Tribe,"""The Waterbending Master""","""The Siege of the North, Part 2""(flashback only)",Lucille Bliss
Yahshi,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Gray,Tan,He/him,"Riley,Analay,Visola,Hiroshi, Genji,Team Avatar",N/A,Earth,Talent scout,N/A,Earth Kingdom,"""New Recruits""(only appearance)",N/A,N/A
Yakone,"Republic City,United Republic",Water Tribe,N/A,N/A,N/A,Steel blue,Gray,Tan,He/him,His criminal gang,"Noatak,Team Avatar,Metalbending Police Force,United Republic Council, more ...",Water,Bloodbending instructorCriminal(formerly)Waterbending instructor,Bloodbending master(formerly)Crime lord(formerly)Northern Water TribecitizenUnited Republic fugitive(formerly)United Republic prisoner(escaped)Upper-class United Republic citizen(formerly)Waterbending master(formerly),N/A,"""The Voice in the Night""(vision)","""Skeletons in the Closet""(flashback only)",Clancy Brown
Yakone's wife,Northern Water Tribe,Water Tribe,N/A,N/A,N/A,Violet,Brown,Brown,She/her,Northern Water Tribe,N/A,Water,N/A,N/A,Water Tribe,"""Skeletons in the Closet""(flashback only)(only appearance)",N/A,N/A
Yaling,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Brown,Light,She/her,Bendingsupremacists of Cranefish Town,"Team Avatar,Ru, nonbenders of Cranefish Town",Earth,N/A,Cranefish Town prisoner,Bender supremacists,Imbalance Part One,Imbalance Part Three,N/A
Yangchen,Western Air Temple,Air Nomad,17,N/A,345BG[3],Gray,Brown,Light,She/her,"Jetsun,Boma,Pik and Pak,Nujian,Kavik, AbbessDagmola,Tsering,Tayagum,Akuudan,Jujinta,Ayunerak,Yingsu","Shang merchants,ZongduHenshe, ZongduChaisee,Xiaoyun,Thapa,Kalyaan",Air,AvatarNun,"Captain of the Western NoviceAirballTeamFully realized AvatarProtector ofBin-Er,Jonduri,Port Tuugaq, andTaku",Yangchen's network,"""The Avatar State""(vision)","""Respite""",Tress MacNeille
Yanran,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,N/A,N/A,Earth,AgentMinister,Mid-level minister,Earth Kingdom government,Adventure Booklet 3:Ash & Steel(only appearance),N/A,N/A
Yao,Fire Nation,Fire Nation,N/A,N/A,"Between 9,831 and 9,829BG",Brown,White,Light,He/him,"Wan,Jaya","Chou family,Spirits",Fire,N/A,Settler,N/A,"""Beginnings, Part 1""(flashback only)(only appearance)",N/A,Steve Blum
Yao (vendor),"Hama's village,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Bald,Light,He/him,N/A,N/A,Fire,Merchant,Food stall proprietor,N/A,"""The Puppetmaster""(only appearance)",N/A,N/A
Yarru,Southern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,She/her,"Joh,Fu Karaq,Revik,Ara,Chidaw,Hei-Ran,Tei Eesoni","Fifth Nation,Mirlon,Tagaka,Erchtei",Water,Soldier,Jasmine Island protector,Jasmine Island protectors,Uncle Iroh's Adventure Guide(only appearance),N/A,N/A
Yasu,"Fire Nation Capital,Fire Nation",Fire Nation,12,82BG,70 BG,Brown,Black,Light,He/him,PrinceSozin,N/A,Fire,Student,N/A,Royal Fire Academy for Boys,"""Roku, Alone""(flashback only)(only appearance)",N/A,N/A
Yasuko Sato,"Republic City,United Republic",Fire Nation,N/A,N/A,158AG,Green,Black,Light,She/her,N/A,Agni Kai Triad,Fire,Architect,Upper-classUnited Republic citizen,Sato family,"""Turning the Tides""(photograph)","""Skyscrapers""",N/A
Yee-Li,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Brown,Brown,Light,She/her,"Aang,Official Avatar Aang Fan Club,Air Acolytes,Katara",N/A,Earth,N/A,Air AcolyteCo-founder of the Ba Sing Se chapter of the Official Avatar Aang Fan Club,Air AcolytesOfficial Avatar Aang Fan Club,The Promise Part Two,North and South Part One,N/A
Yeh-Lu,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"Rough Rhinos, Fire Nation,Loban,Lao Beifong","Team Avatar,Zuko,Iroh",Fire,MercenarySoldier(formerly),Rough Rhino,Fire Nation military(formerly)Rough Rhinos,"""Avatar Day""",Adventure Booklet 3:Ash & Steel,N/A
Yeoh,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"Fire Nation military, ""Loyalists""","""Restorationists"",Chen Lai",Fire,Military officer(formerly),"General(retired)Leader of Linsho's ""Loyalists""","Fire Army(formerly)""Loyalists""",Avatar Legends: The Roleplaying Game-Storm Over Linsho(only appearance),N/A,N/A
Yi Ming,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Earth Kingdom, the royal engineers,Anti-Corruption Task Force",Daofei,Earth,N/A,Earth King,Earth Kingdom government,Adventure Booklet 1:Earth & Root(only appearance),N/A,N/A
Yiko,Fire Nation,Fire Nation,17,N/A,N/A,Brown,Black,Light,He/him,"""Loyalists""","""Restorationists"",Chen Lai",Fire,StudentThief,N/A,N/A,Avatar Legends: The Roleplaying Game-Storm Over Linsho(only appearance),N/A,N/A
Yim,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Gray,Light,He/him,"Korra,White Lotus leader,Katara",N/A,Fire,Firebending master,Avatar's firebending teacher,N/A,"""Welcome to Republic City""","""Weaver's Ball""",N/A
Yin,"Ba Sing Se,Earth Kingdom",Earth Kingdom,88,83AG,N/A,Emerald green,White,Tan,She/her,Wu,Earth Empire,Earth,N/A,N/A,Earth Kingdom,"""The Earth Queen""",Ruins of the Empire Part One,Susan Silo
Ying,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,Team Avatar,"Fire Nation,Rough Rhinos",Earth,N/A,Refugee,Earth Kingdom,"""Zuko Alone""","""The Awakening""(flashback only)",Kim Mai Guest
Yingsu,"Kolau Mountain Range,Earth Kingdom",Earth Kingdom-Fire Nation,N/A,N/A,N/A,Golden,Black,Light,She/her,"Xiaoyun,AvatarYangchen","Thapa,Chaisee",Fire,N/A,Human weapon,Shang merchants(formerly)Yangchen's network,"""Last Chances""","""The Path Forward""",N/A
Yingyong,Air Nomads,Air Nomad,N/A,N/A,N/A,Gray,Brown,Light,He/him,"Jinpa,Flying Opera Company",Yun,Air,N/A,Jinpa'sflying bison,Air Nomads,"""Past Lives""","""Home Again""",N/A
Yinzin,"Dizin Island,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,N/A,N/A,Fire,Historian,N/A,N/A,Avatar Legends: The Roleplaying Game-Quickstart(only appearance),N/A,N/A
Yon Rha,Fire Nation,Fire Nation,N/A,N/A,N/A,Dark brown,Gray,Light,He/him,"Southern Raiders, Fire Nation","Kya,Katara,Zuko,Southern Water Tribe",Fire,Southern Raider(retired),Leaderof the Southern Raiders(retired),Southern Raiders(formerly)Fire Nation,"""The Southern Raiders""(only appearance)",N/A,Tim Dang
Yon Rha's mother,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,White,Light,She/her,Fire Nation,N/A,Fire,N/A,N/A,Fire Nation,"""The Southern Raiders""(only appearance)",N/A,Bonnie McNeil
Yong,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Tan,He/him,"Anti-Corruption Task Force,AvatarKyoshi,Earth KingYi Ming",Daofeiand other criminals,Earth,Soldier,CaptainLeader of the Anti-Corruption Task Force,Military of the Earth KingdomAnti-Corruption Task Force,Adventure Booklet 1:Earth & Root(only appearance),N/A,N/A
Yoshiro,"Republic City,United Republic",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,Rabten,N/A,Fire,Equalist leaderSoldier(formerly),Leader of the Equalists,EqualistsUnited Forces(formerly),Adventure Booklet:The Burning Fuse,Avatar Legends: The Roleplaying Game-Republic City,N/A
Youdron,Southern Air Temple,Air Nomad,75,N/A,N/A,Gray,White,Light,He/him,Norri,N/A,Air,Monk,Airbending masterCouncil Elder,Air NomadsCouncil of Elders,Avatar Legends: The Roleplaying Game-Core Book,The Reckoning of Roku,N/A
Young vandals,"Republic City,United Republic",Fire NationWater Tribe,N/A,N/A,N/A,Brown,Black,Pale(firebender)Tan(waterbender),He/him,"Tenzin,Aang",Toph Beifong,Fire,N/A,N/A,N/A,"""Clearing the Air""(only appearance)",N/A,N/A
Yu,"Gaoling,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light tan,He/him,"Lao Beifong,Xin Fu,flyer distribution man,earthbending academy teenagers, more ...","Toph Beifong,Zuko,Iroh",Earth,Bounty hunterEarthbending instructor,Earthbending masterHead ofMaster Yu's Earthbending Academy,GaolingHis earthbending academyLao Beifong(client),"""The Blind Bandit""",I Am Toph,Sab Shimono(inAvatar: The Last Airbender)James Sie(inQuest for Balance)
Yuan,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Earth Kingdom,Haru",Fire Nation,Earth,N/A,N/A,Earth Kingdom,Avatar: The Last Airbender(video game)(only appearance),N/A,N/A
Yue,"Agna Qel'a,Northern Water Tribe",Water Tribe,16,84AG,100 AG(reincarnated as the Moon Spirit),Blue,White,Tan,She/her,"Tui,La, Northern Water Tribe,Team Avatar,Iroh","Fire Nation,Zhao",Water,N/A,Moon SpiritPrincess of the Northern Water Tribe(formerly)Tribal Chief's advisor(formerly),Spirit WorldWater Tribe,"""The Waterbending Master""",Avatar: The Last Airbender: Quest for Balance,Johanna Braddy(inAvatar: The Last Airbender)Grace Woosley(inAvatar: GenerationsandQuest for Balance)
Yuki,Southern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,She/her,Yulan,N/A,Water,Corporate worker(formerly)Inventor,Lower class United Republicresident,Cabbage Corp(formerly),Avatar Legends: The Roleplaying Game-Republic City(only appearance),N/A,N/A
Yulan,"Republic City,United Republic",Water Tribe,N/A,N/A,N/A,Blue,Black,Brown,He/him,"Badgermole Triad,Yuki",Nearly alltriads,Water,Community leader,"""Mayor"" of Tin TownLower classUnited Republic citizen",Tin Town,Avatar Legends: The Roleplaying Game-Republic City(only appearance),N/A,N/A
Yuming and Qixia,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,N/A,N/A,Earth,Researchers,N/A,Western Kingdom Trading Company,"""Knowledge to Destroy""","""The Machine""",N/A
Yun,"Makapu Village,Earth Kingdom",Earth Kingdom,16,312BG,295 BG,Jade-green,Brown,Light,He/him,"Kelsang,Pengpeng,Amak","Jianzhu,Father Glowworm,Fifth Nation,Tagaka,Flying Opera Company",Earth,Avatar(formerly; falsely identified),N/A,Jianzhu(formerly),"""Nine Years Later""",Avatar: Generations,N/A
Yun's impostor,"Hanno'wu,Fire Nation",Fire Nation,N/A,N/A,N/A,Golden,Brown,Light,He/him,"Fire LordZoryu,AvatarKyoshi",His debtors,Fire,N/A,N/A,N/A,"""Shapes of Life and Death""(only appearance)",N/A,N/A
Yung,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Kai,Tenzin,Korra,Bumi","Dai Li,bison rustlers,Red Lotus",Earth,N/A,Airbender-in-training,Air NationFirst Airbending Regiment(formerly),"""The Earth Queen""","""Remembrances""(flashback only)",Carlos Alazraqui
Yung (captain),"Omashu,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,He/him,"Team Avatar,KingBumi, Earth Kingdom, Omashu","Ukano,Fire Nation",Earth,Military officer,CaptainLeader of theOmashu Resistance,Earth Kingdom Army,"""Return to Omashu""(only appearance)",N/A,Fred Tatasciore
Yuxuan,Fire Nation colonies,Earth Kingdom,16,N/A,N/A,Green,Black,Light,They/them,"Taiki,Lan,Kiku,Chesa,Qian Yu",N/A,Fire,N/A,N/A,N/A,Adventure Booklet 4:Air & Wind(only appearance),N/A,N/A
Yuzhen Jr.,Fire Nation colonies,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,Sparrowkeet Air,N/A,Fire,Businessman,President of Sparrowkeet Air,Sparrowkeet Air,Adventure Booklet 4:Air & Wind(only appearance),N/A,N/A
Yuzhen Sr.,Fire Nation colonies,Fire Nation,70,N/A,N/A,Brown,White,Light,He/him,Sparrowkeet Air,Qian Yu,Fire,Businessman,Chief Executive Officer of Sparrowkeet Air,Fire Nation(formerly),Adventure Booklet 4:Air & Wind(only appearance),N/A,N/A
Zeebee,Northern Water Tribe,Water Tribe,N/A,N/A,N/A,Blue,Dark,Brown,She/her,"Zeisan,Nyanchi,Ezra,Boin",N/A,Water,Noblewoman(formerly)Outlaw,High-classNorthern Water Tribe citizen(formerly),N/A,An Urgent Request(only appearance),N/A,N/A
Zei,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Brown,Brown,Tan,He/him,"Team Avatar,Ba Sing Se University","Fire Nation,Si Wong tribes",Earth,Anthropology professor,Department head,Ba Sing Se UniversityEarth Kingdom,"""The Library""","""A New Spiritual Age""",Raphael Sbarge
Zeisan,"Fire Nation Capital,Fire Nation",Fire Nation,N/A,Between 81 and 78BG[nb 1],N/A,Amber,Black,Light,She/her,"Zeebee,Jasmine Island protectors,Fengying,Sakuru","Sozin,Emerald",Fire,N/A,Princess of the Fire NationMartial artsmaster,Fire Nation Royal Family(formerly)Guiding Wind,Avatar Legends: The Roleplaying Game-Core Book,Uncle Iroh's Adventure Guide,N/A
Zenko,"Maizu Village,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Black,Black,Dark brown,He/him,Team Avatar,Fire Nation,Earth,N/A,N/A,N/A,"""Origami""(only appearance)",N/A,N/A
Zhang (Omashu resident),Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Dark gray-brown,Black,Olive,He/him,Fan,N/A,Earth,N/A,N/A,Earth Kingdom,Avatar: Generations(only appearance),N/A,N/A
Zhang leader,Earth Kingdom,Zhang,N/A,N/A,N/A,Green,Brown,Light,She/her,"Zhang,Gan Jin,Team Avatar",Fire Nation,Earth,N/A,Tribe leader,ZhangGan Jin,"""The Great Divide""(only appearance)",N/A,Roberta Farkas
Zhao,Fire Nation,Fire Nation,45,N/A,N/A,Amber,Gray,Light,He/him,"Ozai,Fire Nation military, Fire Nation,Yuyan Archers","Team Avatar,Zuko,Jeong Jeong,La,Tui,Yue,Wan Shi Tong,Water Tribes,Earth Kingdom,Jasmine Island protectors",Fire,Military official,Firebending master[3]Commander ofKetu Harbor[3](formerly)Admiral[5](formerly)Prisoner in theFog of Lost Souls,Fire Army(formerly)Fire Nation Navy,"""The Southern Air Temple""",Uncle Iroh's Adventure Guide,Jason Isaacs(inAvatar: The Last AirbenderandThe Legend of Korra)Michael Braun(inQuest for Balance)
Zhen,"Republic City,United Republic",Fire Nation,N/A,N/A,N/A,Amber,White,Brown,He/him,Triple Threat Triad,"Republic City Police,Team Avatar,Creeping Crystal Triad",Fire,Mobster,N/A,N/A,Turf Wars Part Two,Turf Wars Part Three,N/A
Zhu Li Moon,"Republic City,United Republic",Republicans,N/A,N/A,N/A,Gray,Brown,Light,She/her,"Team Avatar,Beifong family,Tenzin,Kya,United Forces, United Republic of Nations,Metalbending Police Force,Earth KingWu,Sho Lin","Kuvira,Baatar Jr.,Guan,Earth Empire",Mecha suit,Varrick's assistant(formerly)Metal Clan's engineer(formerly)Soldier(formerly)Politician,Private in the military of the Earth Empire(formerly)Presidentof the United Republic of Nations,Military of the Earth Empire(formerly)Varrick Global IndustriesUnited Republic of Nations,"""Rebel Spirit""",Avatar Legends: The Roleplaying Game-Republic City,Stephanie Sheh
Zhu Song,"Republic City,United Republic",Republicans,N/A,N/A,N/A,Brown,Black,Tan,She/her,N/A,Steely Ning,Tonfa,Mobster(formerly)Martial arts trainer,Terra Triadmember(formerly),Terra Triad(formerly),Adventure Booklet 5:Water & Mist(only appearance),N/A,N/A
Zianda,Fire Nation,Fire Nation,N/A,N/A,N/A,Brown,Black,Light,He/him,"Sozin,Mio, Unzai,Taiso","Zeisan,Guiding Wind,Rioshon,Ezra,Boin,Nyanchi,Zeebee",Fire,Minister,"Fire Nation minister""Right hand"" of theFire LordFirebending masterFire Nation noble",N/A,An Urgent Request(only appearance),N/A,N/A
Ziming,"Ba Sing Se,Earth Kingdom",Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,N/A,N/A,Earth,Detective,N/A,Middle Ring police,Avatar Legends: The Roleplaying Game-Core Book(only appearance),N/A,N/A
Zimo,"Fire Nation Capital,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,"Xinyi,Nalu,Lana,Xiao",Fire Nation military,Fire,Soldier(formerly),N/A,Fire Nation military(formerly)Long Feng's network(loosely)Royal Fire Academy for Girls(formerly),Adventure Booklet 3:Ash & Steel(only appearance),N/A,N/A
Zirin,Fire Nation,Fire Nation,N/A,N/A,N/A,Dark bronze,Brown,Light,She/her,"Fire Warriors,Ukano,Chiyou","Kiyi,Domestic Forces,Ty Lee",Fire,Fire Warrior,N/A,Fire Warriors,Smoke and Shadow Part Three,Azula in the Spirit Temple,N/A
Ziyi,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Black,Light,She/her,"Kallika,Toklo,Ginkgo,Chihiro",N/A,Earth,Outlaw,N/A,N/A,Avatar Legends: The Roleplaying Game-Storm Over Linsho(only appearance),N/A,N/A
Zolian,"Ma'inka Island,Fire Nation",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,N/A,Dark spirits,Fire,Nobleman,DukeLeader of theSaowon clan,Saowon clan,"""Legitimate Business""(only appearance)",N/A,N/A
Zolzayaa,"Republic City,United Republic",Fire Nation,N/A,N/A,N/A,Brown,Black,Light,She/her,"Quiyue,Tiger Monkey Triad",N/A,Fire,AutomobileracerMobster,Second-in-command of the Tiger Monkey Triad,Badgermole Triad(formerly)Tiger Monkey Triad,Avatar Legends: The Roleplaying Game-Republic City(only appearance),N/A,N/A
Zongying,Earth Kingdom,Earth Kingdom,N/A,N/A,N/A,Green,Gray,Light,She/her,"Pakku,Bumi,Iroh",N/A,Earth,Theater director,Director of the Ba Sing Se Players,N/A,Avatar: The Last Airbender: Quest for Balance(only appearance),N/A,Michelle Wong
Zoryu,"Fire Nation Capital,Fire Nation",Fire Nation,25,N/A,N/A,Brown,Black,Light,He/him,"Dairin,Keohso clan,Hei-Ran,Rangi,Kyoshi,Caoli","Yun,Huazo,Chaejin,Saowon clan,Lao Ge",Fire,N/A,Fire Lord,Fire NationFire Nation Royal Family,"""Ancient History""",Epilogue,N/A
Zuko,"Fire Nation Capital,Fire Nation",Fire Nation,16,83AG,N/A,Amber,Dark brown/black,Light,He/him,"Team Avatar, Mai,Ty Lee,Hakoda, Jin,June,Fire Nation military,Kyoshi Warriors,Order of the White Lotus,Druk,Tonraq,Korra,Desna, Eska,Tenzin,Lin Beifong, more ...","Azula,Ozai,Azulon,Jet,Combustion Man,Zhao,Gow, theRough Rhinos,Red Lotus,Ukano,New Ozai Society, more ...",Fire,AmbassadorFire Lord[10](formerly)[11]Firebending instructor[12]Tea shop assistant(formerly),Ambassador[11]Co-founder of theUnited Republic of NationsCrown Princeof the Fire Nation(formerly)Fire Lord(formerly)Firebending masterLord[13]Sword fighting masterTraitor to the Fire Nation(amnestied),Fire NationFire Nation Royal FamilyTeam Avatar,"""The Boy in the Iceberg""",Ashes of the Academy,"Dante Basco(inAvatar: The Last Airbender)Elijah Runcorn(young Zuko in ""Zuko Alone"")Bruce Davison(inThe Legend of Korra)Vincent Tong(inQuest for Balance)"
